model,keypad,row,physical_key,access,prefix_color,function,description,keyboard_printed_page,keyboard_pdf_page,function_printed_pages,function_pdf_pages,manual_pdf
HP-42S,,5,×,none,,×,multiplication,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,5,×,shift,orange,PROB,select the PROB menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,■ (shift),none,,■ (shift),,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,1,none,,1,digit 1,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,1,shift,orange,ASSIGN,assign a function to a CUSTOM key,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,2,none,,2,digit 2,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,2,shift,orange,CUSTOM,select the CUSTOM menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,3,none,,3,digit 3,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,3,shift,orange,PGM.FCN,select the programming-functions menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,−,none,,−,subtraction,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,6,−,shift,orange,PRINT,select the PRINT menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,EXIT,none,,EXIT,exit the current menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,EXIT,shift,orange,OFF,turn the calculator off,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,0,none,,0,digit 0,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,0,shift,orange,TOP.FCN,,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,.,none,,.,decimal point,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,.,shift,orange,SHOW,show full precision briefly,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,R/S,none,,R/S,run / stop a program,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,R/S,shift,orange,PRGM,toggle program-entry mode,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,+,none,,+,addition,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-42S,,7,+,shift,orange,CATALOG,select the CATALOG menu,18–22,2,310–335,318–343,hp/manuals/HP-42S.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,A,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,B,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,C,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,D,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,E,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),none,,(blank),create a blank graphic,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,1,(blank),alpha,,F,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,MTH,none,,MTH,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,MTH,left,,PRINT,print an object,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,MTH,alpha,,G,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,PRG,none,,PRG,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,PRG,left,,I/O,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,PRG,alpha,,H,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,CST,none,,CST,display the custom menu,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,CST,left,,MODES,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,CST,alpha,,I,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,VAR,none,,VAR,variances,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,VAR,left,,MEMORY,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,VAR,alpha,,J,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,▲ (up),none,,▲ (up),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,▲ (up),left,,LIBRARY,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,▲ (up),alpha,,K,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,NXT,none,,NXT,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,NXT,left,,PREV,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,2,NXT,alpha,,L,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,′ (tick),none,,′ (tick),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,′ (tick),left,,UP,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,′ (tick),right,,HOME,go to the root directory,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,′ (tick),alpha,,M,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,STO,none,,STO,store an object,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,STO,left,,DEF,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,STO,right,,RCL,recall an object,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,STO,alpha,,N,number of data rows,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,EVAL,none,,EVAL,evaluate an object,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,EVAL,left,,→Q,approximate as a fraction,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,EVAL,right,,→NUM,evaluate to a number,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,EVAL,alpha,,O,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,◄ (left),none,,◄ (left),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,◄ (left),left,,GRAPH,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,◄ (left),alpha,,P,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,▼ (down),none,,▼ (down),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,▼ (down),left,,REVIEW,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,▼ (down),alpha,,Q,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,► (right),none,,► (right),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,► (right),left,,SWAP,exchange levels 1 and 2,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,3,► (right),alpha,,R,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,SIN,none,,SIN,sine,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,SIN,left,,ASIN,arc sine,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,SIN,right,,∂,derivative,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,SIN,alpha,,S,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,COS,none,,COS,cosine,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,COS,left,,ACOS,arc cosine,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,COS,right,,∫,integral,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,COS,alpha,,T,percent of total,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,TAN,none,,TAN,tangent,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,TAN,left,,ATAN,arc tangent,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,TAN,right,,Σ,summation,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,TAN,alpha,,U,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,√x,none,,√x,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,√x,left,,x²,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,√x,right,,ˣ√y,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,√x,alpha,,V,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,yˣ,none,,yˣ,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,yˣ,left,,10ˣ,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,yˣ,right,,LOG,base-10 logarithm,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,yˣ,alpha,,W,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,1/x,none,,1/x,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,1/x,left,,eˣ,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,1/x,right,,LN,natural logarithm,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,4,1/x,alpha,,X,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,ENTER,none,,ENTER,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,ENTER,left,,EQUATION,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,ENTER,right,,MATRIX,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,+/−,none,,+/−,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,+/−,left,,EDIT,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,+/−,right,,VISIT,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,+/−,alpha,,Y,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,EEX,none,,EEX,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,EEX,left,,2D,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,EEX,right,,3D,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,EEX,alpha,,Z,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,DEL,none,,DEL,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,DEL,left,,PURGE,delete variables,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,◄ (backspace),none,,◄ (backspace),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,◄ (backspace),left,,DROP,discard the level-1 object,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,5,◄ (backspace),right,,CLR,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,6,α (ALPHA),none,,α (ALPHA),,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,6,α (ALPHA),left,,USR,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
HP-48SX,,6,α (ALPHA),right,,ENTRY,,25–26,29–30,137–150; 119; 61; 225; 259–274; 293–343; 345–347; 360–361; 371–390; 392–398; 443–460,61–460,hp/manuals/HP-48SX.pdf
